Parse H:\Data\PLOVER_TEST_LOG\ZooKeeperCloverReport\db\zookeeper-coverage.db
File	Class	Method	LineNum	HitCount
KeeperException.java	KeeperException	create(Code) : KeeperException	885	93
KeeperException.java	KeeperException	setCode(int) : void	0	150
KeeperException.java	KeeperException	getCodeMessage(Code) : String	441	384
KeeperException.java	KeeperException	KeeperException(Code)	11716	439
KeeperException.java	KeeperException	KeeperException(Code,String)	206005	443
KeeperException.java	KeeperException	getCode() : int	0	453
KeeperException.java	KeeperException	code() : Code	18946	462
KeeperException.java	KeeperException	getPath() : String	437	470
KeeperException.java	KeeperException	getMessage() : String	441	474
KeeperException.java	KeeperException	setMultiResults(List<OpResult>) : void	8	482
KeeperException.java	KeeperException	getResults() : List<OpResult>	1	494
KeeperException.java	KeeperException.Code	<clinit>, line 358()	81	358
KeeperException.java	KeeperException.Code	Code(int)	1782	364
KeeperException.java	KeeperException.Code	intValue() : int	3879044	372
KeeperException.java	KeeperException.Code	get(int) : Code	317571	379
KeeperException.java	KeeperException.APIErrorException	APIErrorException()	0	503
KeeperException.java	KeeperException.AuthFailedException	AuthFailedException()	3	513
KeeperException.java	KeeperException.BadArgumentsException	BadArgumentsException()	36	523
KeeperException.java	KeeperException.BadArgumentsException	BadArgumentsException(String)	23	526
KeeperException.java	KeeperException.BadVersionException	BadVersionException()	45	536
KeeperException.java	KeeperException.BadVersionException	BadVersionException(String)	31	539
KeeperException.java	KeeperException.ConnectionLossException	ConnectionLossException()	56	549
KeeperException.java	KeeperException.DataInconsistencyException	DataInconsistencyException()	0	559
KeeperException.java	KeeperException.InvalidACLException	InvalidACLException()	33	569
KeeperException.java	KeeperException.InvalidACLException	InvalidACLException(String)	17	572
KeeperException.java	KeeperException.InvalidCallbackException	InvalidCallbackException()	0	582
KeeperException.java	KeeperException.MarshallingErrorException	MarshallingErrorException()	0	592
KeeperException.java	KeeperException.NoAuthException	NoAuthException()	25	602
KeeperException.java	KeeperException.NoChildrenForEphemeralsException	NoChildrenForEphemeralsException()	3	612
KeeperException.java	KeeperException.NoChildrenForEphemeralsException	NoChildrenForEphemeralsException(String)	3	615
KeeperException.java	KeeperException.NodeExistsException	NodeExistsException()	7331	625
KeeperException.java	KeeperException.NodeExistsException	NodeExistsException(String)	17	628
KeeperException.java	KeeperException.NoNodeException	NoNodeException()	4159	638
KeeperException.java	KeeperException.NoNodeException	NoNodeException(String)	205903	641
KeeperException.java	KeeperException.NotEmptyException	NotEmptyException()	15	651
KeeperException.java	KeeperException.NotEmptyException	NotEmptyException(String)	11	654
KeeperException.java	KeeperException.OperationTimeoutException	OperationTimeoutException()	0	664
KeeperException.java	KeeperException.RuntimeInconsistencyException	RuntimeInconsistencyException()	0	674
KeeperException.java	KeeperException.SessionExpiredException	SessionExpiredException()	4	684
KeeperException.java	KeeperException.SessionMovedException	SessionMovedException()	0	694
KeeperException.java	KeeperException.NotReadOnlyException	NotReadOnlyException()	2	704
KeeperException.java	KeeperException.SystemErrorException	SystemErrorException()	0	714
KeeperException.java	KeeperException.UnimplementedException	UnimplementedException()	4	724
Quotas.java	Quotas	quotaPath(String) : String	2933	53
Quotas.java	Quotas	statPath(String) : String	2888	64
Login.java	Login	run() : void	20	129
Login.java	Login	Login(String,CallbackHandler)	148	93
Login.java	Login	startThreadIfNeeded() : void	148	261
Login.java	Login	shutdown() : void	11	268
Login.java	Login	getSubject() : Subject	764	279
Login.java	Login	getLoginContextName() : String	3	283
Login.java	Login	login(String) : LoginContext	148	287
Login.java	Login	getRefreshTime(KerberosTicket) : long	20	302
Login.java	Login	getTGT() : KerberosTicket	20	318
Login.java	Login	hasSufficientTimeElapsed() : boolean	0	331
Login.java	Login	getLogin() : LoginContext	0	348
Login.java	Login	setLogin(LoginContext) : void	0	356
Login.java	Login	setLastLogin(long) : void	0	364
Login.java	Login	getLastLogin() : long	0	372
Login.java	Login	reLogin() : void	0	381
ZKUtil.java	ZKUtil	deleteRecursive(ZooKeeper,String) : void	1	44
ZKUtil.java	ZKUtil	deleteRecursive(ZooKeeper,String,VoidCallback,Object) : void	1	74
ZKUtil.java	ZKUtil	listSubTreeBFS(ZooKeeper,String) : List<String>	2	103
CreateMode.java	CreateMode	CreateMode(int,boolean,boolean)	264	56
CreateMode.java	CreateMode	isEphemeral() : boolean	411154	62
CreateMode.java	CreateMode	isSequential() : boolean	412319	66
CreateMode.java	CreateMode	toFlag() : int	206812	70
CreateMode.java	CreateMode	fromFlag(int) : CreateMode	205680	77
MultiTransactionRecord.java	MultiTransactionRecord	MultiTransactionRecord()	69	40
MultiTransactionRecord.java	MultiTransactionRecord	MultiTransactionRecord(Iterable<Op>)	66	43
MultiTransactionRecord.java	MultiTransactionRecord	iterator() : Iterator<Op>	130	49
MultiTransactionRecord.java	MultiTransactionRecord	add(Op) : void	326	54
MultiTransactionRecord.java	MultiTransactionRecord	size() : int	0	58
MultiTransactionRecord.java	MultiTransactionRecord	serialize(OutputArchive,String) : void	68	62
MultiTransactionRecord.java	MultiTransactionRecord	deserialize(InputArchive,String) : void	67	90
MultiTransactionRecord.java	MultiTransactionRecord	equals(Object) : boolean	2	126
MultiTransactionRecord.java	MultiTransactionRecord	hashCode() : int	66	152
ClientCnxn.java	ClientCnxn	<clinit>, line 114()	74	114
ClientCnxn.java	ClientCnxn	getSessionId() : long	8535	215
ClientCnxn.java	ClientCnxn	getSessionPasswd() : byte[]	16	219
ClientCnxn.java	ClientCnxn	getSessionTimeout() : int	28	223
ClientCnxn.java	ClientCnxn	toString() : String	32	227
ClientCnxn.java	ClientCnxn	ClientCnxn(String,HostProvider,int,ZooKeeper,ClientWatchManager,ClientCnxnSocket,boolean)	1234	359
ClientCnxn.java	ClientCnxn	ClientCnxn(String,HostProvider,int,ZooKeeper,ClientWatchManager,ClientCnxnSocket,long,byte[],boolean)	1249	388
ClientCnxn.java	ClientCnxn	getDisableAutoResetWatch() : boolean	1853	412
ClientCnxn.java	ClientCnxn	setDisableAutoResetWatch(boolean) : void	18	419
ClientCnxn.java	ClientCnxn	start() : void	1246	422
ClientCnxn.java	ClientCnxn	makeThreadName(String) : String	2502	444
ClientCnxn.java	ClientCnxn	finishPacket(Packet) : void	362098	646
ClientCnxn.java	ClientCnxn	conLossPacket(Packet) : void	24004	662
ClientCnxn.java	ClientCnxn	getLastZxid() : long	2	681
ClientCnxn.java	ClientCnxn	disconnect() : void	1200	1356
ClientCnxn.java	ClientCnxn	close() : void	1196	1372
ClientCnxn.java	ClientCnxn	getXid() : int	339879	1399
ClientCnxn.java	ClientCnxn	submitRequest(RequestHeader,Record,Record,WatchRegistration) : ReplyHeader	94161	1403
ClientCnxn.java	ClientCnxn	enableWrite() : void	7	1417
ClientCnxn.java	ClientCnxn	sendPacket(Record,Record,AsyncCallback,int) : void	22	1421
ClientCnxn.java	ClientCnxn	queuePacket(RequestHeader,ReplyHeader,Record,Record,AsyncCallback,String,String,Object,WatchRegistration) : Packet	361760	1438
ClientCnxn.java	ClientCnxn	addAuthInfo(String,byte[]) : void	123	1468
ClientCnxn.java	ClientCnxn	getState() : States	2101	1478
ClientCnxn.java	ClientCnxn.AuthData	AuthData(String,byte[])	123	126
ClientCnxn.java	ClientCnxn.Packet	Packet(RequestHeader,ReplyHeader,Record,Record,WatchRegistration)	362288	278
ClientCnxn.java	ClientCnxn.Packet	Packet(RequestHeader,ReplyHeader,Record,Record,WatchRegistration,boolean)	363451	285
ClientCnxn.java	ClientCnxn.Packet	createBB() : void	341275	297
ClientCnxn.java	ClientCnxn.Packet	toString() : String	337797	321
ClientCnxn.java	ClientCnxn.WatcherSetEventPair	WatcherSetEventPair(Set<Watcher>,WatchedEvent)	13771	433
ClientCnxn.java	ClientCnxn.EventThread	EventThread()	1249	463
ClientCnxn.java	ClientCnxn.EventThread	queueEvent(WatchedEvent) : void	14819	468
ClientCnxn.java	ClientCnxn.EventThread	queuePacket(Packet) : void	267473	484
ClientCnxn.java	ClientCnxn.EventThread	queueEventOfDeath() : void	1203	495
ClientCnxn.java	ClientCnxn.EventThread	run() : void	1252	499
ClientCnxn.java	ClientCnxn.EventThread	processEvent(Object) : void	281008	526
ClientCnxn.java	ClientCnxn.EndOfStreamException	EndOfStreamException(String)	943	688
ClientCnxn.java	ClientCnxn.EndOfStreamException	toString() : String	0	692
ClientCnxn.java	ClientCnxn.SessionTimeoutException	SessionTimeoutException(String)	4	701
ClientCnxn.java	ClientCnxn.SessionExpiredException	SessionExpiredException(String)	2	709
ClientCnxn.java	ClientCnxn.RWServerFoundException	RWServerFoundException(String)	1	717
ClientCnxn.java	ClientCnxn.SendThread	readResponse(ByteBuffer) : void	350082	735
ClientCnxn.java	ClientCnxn.SendThread	SendThread(ClientCnxnSocket)	1241	854
ClientCnxn.java	ClientCnxn.SendThread	getZkState() : ZooKeeper.States	1151449	870
ClientCnxn.java	ClientCnxn.SendThread	getClientCnxnSocket() : ClientCnxnSocket	362242	874
ClientCnxn.java	ClientCnxn.SendThread	primeConnection() : void	1503	878
ClientCnxn.java	ClientCnxn.SendThread	prependChroot(List<String>) : List<String>	45	957
ClientCnxn.java	ClientCnxn.SendThread	sendPing() : void	299	974
ClientCnxn.java	ClientCnxn.SendThread	startConnect(InetSocketAddress) : void	2494	992
ClientCnxn.java	ClientCnxn.SendThread	logStartConnect(InetSocketAddress) : void	2492	1024
ClientCnxn.java	ClientCnxn.SendThread	run() : void	1252	1035
ClientCnxn.java	ClientCnxn.SendThread	pingRwServer() : void	14	1197
ClientCnxn.java	ClientCnxn.SendThread	cleanup() : void	2505	1249
ClientCnxn.java	ClientCnxn.SendThread	onConnected(int,long,byte[],boolean) : void	1426	1275
ClientCnxn.java	ClientCnxn.SendThread	close() : void	1200	1315
ClientCnxn.java	ClientCnxn.SendThread	testableCloseSocket() : void	3	1320
ClientCnxn.java	ClientCnxn.SendThread	clientTunneledAuthenticationInProgress() : boolean	1826090	1324
ClientCnxn.java	ClientCnxn.SendThread	sendPacket(Packet) : void	22	1345
ServerAdminClient.java	ServerAdminClient	getMask(String) : long	0	40
ServerAdminClient.java	ServerAdminClient	getMasks(String) : long	0	62
ServerAdminClient.java	ServerAdminClient	ruok(String,int) : void	0	72
ServerAdminClient.java	ServerAdminClient	dump(String,int) : void	0	106
ServerAdminClient.java	ServerAdminClient	stat(String,int) : void	0	140
ServerAdminClient.java	ServerAdminClient	kill(String,int) : void	0	174
ServerAdminClient.java	ServerAdminClient	setTraceMask(String,int,String) : void	0	207
ServerAdminClient.java	ServerAdminClient	getTraceMask(String,int) : void	0	248
ServerAdminClient.java	ServerAdminClient	usage() : void	0	285
ServerAdminClient.java	ServerAdminClient	main(String[]) : void	0	292
WatchedEvent.java	WatchedEvent	WatchedEvent(EventType,KeeperState,String)	4959424	40
WatchedEvent.java	WatchedEvent	WatchedEvent(WatcherEvent)	12002	49
WatchedEvent.java	WatchedEvent	getState() : KeeperState	47280	55
WatchedEvent.java	WatchedEvent	getType() : EventType	54022	59
WatchedEvent.java	WatchedEvent	getPath() : String	26283	63
WatchedEvent.java	WatchedEvent	toString() : String	11965	67
WatchedEvent.java	WatchedEvent	getWrapper() : WatcherEvent	11963	76
Op.java	Op	Op(int,String)	400	49
Op.java	Op	create(String,byte[],List<ACL>,int) : Op	78	69
Op.java	Op	create(String,byte[],List<ACL>,CreateMode) : Op	69	87
Op.java	Op	delete(String,int) : Op	80	100
Op.java	Op	setData(String,byte[],int) : Op	75	115
Op.java	Op	check(String,int) : Op	68	132
Op.java	Op	getType() : int	655	141
Op.java	Op	getPath() : String	1191	149
Op.java	Op	validate() : void	113	174
Op.java	Op.Create	Create(String,byte[],List<ACL>,int)	88	186
Op.java	Op.Create	Create(String,byte[],List<ACL>,CreateMode)	69	193
Op.java	Op.Create	equals(Object) : boolean	1	200
Op.java	Op.Create	hashCode() : int	66	224
Op.java	Op.Create	toRequestRecord() : Record	128	229
Op.java	Op.Create	withChroot(String) : Op	10	234
Op.java	Op.Create	validate() : void	79	239
Op.java	Op.Delete	Delete(String,int)	84	249
Op.java	Op.Delete	equals(Object) : boolean	1	254
Op.java	Op.Delete	hashCode() : int	32	265
Op.java	Op.Delete	toRequestRecord() : Record	67	270
Op.java	Op.Delete	withChroot(String) : Op	4	275
Op.java	Op.SetData	SetData(String,byte[],int)	83	285
Op.java	Op.SetData	equals(Object) : boolean	1	291
Op.java	Op.SetData	hashCode() : int	33	302
Op.java	Op.SetData	toRequestRecord() : Record	66	307
Op.java	Op.SetData	withChroot(String) : Op	8	312
Op.java	Op.Check	Check(String,int)	76	321
Op.java	Op.Check	equals(Object) : boolean	1	326
Op.java	Op.Check	hashCode() : int	32	336
Op.java	Op.Check	toRequestRecord() : Record	61	341
Op.java	Op.Check	withChroot(String) : Op	8	346
Environment.java	Environment	put(ArrayList<Entry>,String,String) : void	2700	52
Environment.java	Environment	list() : List<Entry>	180	56
Environment.java	Environment	logEnv(String,Logger) : void	162	97
Environment.java	Environment.Entry	Entry(String,String)	2700	39
Environment.java	Environment.Entry	getKey() : String	270	43
Environment.java	Environment.Entry	getValue() : String	270	44
Environment.java	Environment.Entry	toString() : String	2430	46
ZooKeeper.java	ZooKeeper	<clinit>, line 94()	74	94
ZooKeeper.java	ZooKeeper	getSaslClient() : ZooKeeperSaslClient	3	101
ZooKeeper.java	ZooKeeper	getDataWatches() : List<String>	1490	107
ZooKeeper.java	ZooKeeper	getExistWatches() : List<String>	1491	113
ZooKeeper.java	ZooKeeper	getChildWatches() : List<String>	1491	119
ZooKeeper.java	ZooKeeper	ZooKeeper(String,int,Watcher)	1230	381
ZooKeeper.java	ZooKeeper	ZooKeeper(String,int,Watcher,boolean)	1235	438
ZooKeeper.java	ZooKeeper	ZooKeeper(String,int,Watcher,long,byte[])	16	509
ZooKeeper.java	ZooKeeper	ZooKeeper(String,int,Watcher,long,byte[],boolean)	16	575
ZooKeeper.java	ZooKeeper	getTestable() : Testable	1	600
ZooKeeper.java	ZooKeeper	getSessionId() : long	3108	613
ZooKeeper.java	ZooKeeper	getSessionPasswd() : byte[]	16	626
ZooKeeper.java	ZooKeeper	getSessionTimeout() : int	28	639
ZooKeeper.java	ZooKeeper	addAuthInfo(String,byte[]) : void	123	651
ZooKeeper.java	ZooKeeper	register(Watcher) : void	0	661
ZooKeeper.java	ZooKeeper	close() : void	1725	673
ZooKeeper.java	ZooKeeper	prependChroot(String) : String	360373	703
ZooKeeper.java	ZooKeeper	create(String,byte[],List<ACL>,CreateMode) : String	64048	770
ZooKeeper.java	ZooKeeper	create(String,byte[],List<ACL>,CreateMode,StringCallback,Object) : void	142527	808
ZooKeeper.java	ZooKeeper	delete(String,int) : void	263	856
ZooKeeper.java	ZooKeeper	multi(Iterable<Op>) : List<OpResult>	39	915
ZooKeeper.java	ZooKeeper	multi(Iterable<Op>,MultiCallback,Object) : void	37	928
ZooKeeper.java	ZooKeeper	validatePath(Iterable<Op>) : List<OpResult>	37	938
ZooKeeper.java	ZooKeeper	generateMultiTransaction(Iterable<Op>) : MultiTransactionRecord	62	968
ZooKeeper.java	ZooKeeper	withRootPrefix(Op) : Op	155	977
ZooKeeper.java	ZooKeeper	multiInternal(MultiTransactionRecord,MultiCallback,Object) : void	30	987
ZooKeeper.java	ZooKeeper	multiInternal(MultiTransactionRecord) : List<OpResult>	32	994
ZooKeeper.java	ZooKeeper	transaction() : Transaction	19	1032
ZooKeeper.java	ZooKeeper	delete(String,int,VoidCallback,Object) : void	114262	1041
ZooKeeper.java	ZooKeeper	exists(String,Watcher) : Stat	6002	1086
ZooKeeper.java	ZooKeeper	exists(String,boolean) : Stat	995	1136
ZooKeeper.java	ZooKeeper	exists(String,Watcher,StatCallback,Object) : void	208	1147
ZooKeeper.java	ZooKeeper	exists(String,boolean,StatCallback,Object) : void	8	1176
ZooKeeper.java	ZooKeeper	getData(String,Watcher,Stat) : byte[]	12389	1199
ZooKeeper.java	ZooKeeper	getData(String,boolean,Stat) : byte[]	7412	1248
ZooKeeper.java	ZooKeeper	getData(String,Watcher,DataCallback,Object) : void	9	1258
ZooKeeper.java	ZooKeeper	getData(String,boolean,DataCallback,Object) : void	9	1287
ZooKeeper.java	ZooKeeper	setData(String,byte[],int) : Stat	6554	1319
ZooKeeper.java	ZooKeeper	setData(String,byte[],int,StatCallback,Object) : void	10030	1347
ZooKeeper.java	ZooKeeper	getACL(String,Stat) : List<ACL>	11	1382
ZooKeeper.java	ZooKeeper	getACL(String,Stat,ACLCallback,Object) : void	6	1411
ZooKeeper.java	ZooKeeper	setACL(String,List<ACL>,int) : Stat	12	1448
ZooKeeper.java	ZooKeeper	setACL(String,List<ACL>,int,StatCallback,Object) : void	9	1479
ZooKeeper.java	ZooKeeper	getChildren(String,Watcher) : List<String>	3672	1519
ZooKeeper.java	ZooKeeper	getChildren(String,boolean) : List<String>	312	1567
ZooKeeper.java	ZooKeeper	getChildren(String,Watcher,ChildrenCallback,Object) : void	112	1577
ZooKeeper.java	ZooKeeper	getChildren(String,boolean,ChildrenCallback,Object) : void	12	1606
ZooKeeper.java	ZooKeeper	getChildren(String,Watcher,Stat) : List<String>	117	1636
ZooKeeper.java	ZooKeeper	getChildren(String,boolean,Stat) : List<String>	117	1692
ZooKeeper.java	ZooKeeper	getChildren(String,Watcher,Children2Callback,Object) : void	112	1705
ZooKeeper.java	ZooKeeper	getChildren(String,boolean,Children2Callback,Object) : void	12	1736
ZooKeeper.java	ZooKeeper	sync(String,VoidCallback,Object) : void	21	1749
ZooKeeper.java	ZooKeeper	getState() : States	377	1764
ZooKeeper.java	ZooKeeper	toString() : String	32	1777
ZooKeeper.java	ZooKeeper	testableWaitForShutdown(int) : boolean	524	1802
ZooKeeper.java	ZooKeeper	testableRemoteSocketAddress() : SocketAddress	8	1824
ZooKeeper.java	ZooKeeper	testableLocalSocketAddress() : SocketAddress	8	1837
ZooKeeper.java	ZooKeeper	getClientCnxnSocket() : ClientCnxnSocket	1251	1841
ZooKeeper.java	ZooKeeper.ZKWatchManager	addTo(Set<Watcher>,Set<Watcher>) : void	20548	143
ZooKeeper.java	ZooKeeper.ZKWatchManager	materialize(Watcher.Event.KeeperState,Watcher.Event.EventType,String) : Set<Watcher>	13771	153
ZooKeeper.java	ZooKeeper.WatchRegistration	WatchRegistration(Watcher,String)	13936	241
ZooKeeper.java	ZooKeeper.WatchRegistration	register(int) : void	13936	254
ZooKeeper.java	ZooKeeper.WatchRegistration	shouldAddWatch(int) : boolean	8645	273
ZooKeeper.java	ZooKeeper.ExistsWatchRegistration	ExistsWatchRegistration(Watcher,String)	5291	282
ZooKeeper.java	ZooKeeper.ExistsWatchRegistration	getWatches(int) : Map<String, Set<Watcher>>	5191	286
ZooKeeper.java	ZooKeeper.ExistsWatchRegistration	shouldAddWatch(int) : boolean	5291	291
ZooKeeper.java	ZooKeeper.DataWatchRegistration	DataWatchRegistration(Watcher,String)	5045	298
ZooKeeper.java	ZooKeeper.DataWatchRegistration	getWatches(int) : Map<String, Set<Watcher>>	5041	302
ZooKeeper.java	ZooKeeper.ChildWatchRegistration	ChildWatchRegistration(Watcher,String)	3600	309
ZooKeeper.java	ZooKeeper.ChildWatchRegistration	getWatches(int) : Map<String, Set<Watcher>>	3596	313
ZooKeeper.java	ZooKeeper.States	isAlive() : boolean	1522503	324
ZooKeeper.java	ZooKeeper.States	isConnected() : boolean	3456966	333
ZooKeeperMain.java	ZooKeeperMain	getPrintWatches() : boolean	0	64
ZooKeeperMain.java	ZooKeeperMain	<clinit>, line 68()	3	68
ZooKeeperMain.java	ZooKeeperMain	usage() : void	0	92
ZooKeeperMain.java	ZooKeeperMain	getPermFromString(String) : int	1	108
ZooKeeperMain.java	ZooKeeperMain	printStat(Stat) : void	0	135
ZooKeeperMain.java	ZooKeeperMain	addToHistory(int,String) : void	7	260
ZooKeeperMain.java	ZooKeeperMain	getCommands() : List<String>	0	264
ZooKeeperMain.java	ZooKeeperMain	getPrompt() : String	0	268
ZooKeeperMain.java	ZooKeeperMain	printMessage(String) : void	0	272
